Aeg,Temperatuur,Niiskus,&Otilde;hur&otilde;hk,Tuulekiirus,Tuulesuund,Sademed,Kiirgusvoog
2021-12-0301:15:00,-5.10093126386,89.8890465632,988.8062,5.04854478598646,77.1283860213477,0,1.80387664886
2021-12-0301:20:00,-5.11587583149,89.9016851441,988.7947,5.72397008576895,78.6697823373182,0,1.96372520724
2021-12-0301:25:00,-5.11229580574,89.888410596,988.795866667,5.06165228557528,74.0710986142059,0,2.00486668763
2021-12-0301:30:00,-5.09685840708,90.3042920354,988.803233333,4.79656061590114,78.5584694668396,0,2.07833078973
2021-12-0301:35:00,-5.14685144124,90.2959423503,988.718766667,5.87286780037019,80.4572432440026,0,2.11192684532
2021-12-0301:40:00,-5.14719646799,90.5644370861,988.760933333,5.09174137458831,76.3705666494284,0,2.04910552944
2021-12-0301:45:00,-5.12544444444,90.1869111111,988.733687708,5.63437808434623,75.7009880971824,0,2.02900021783
2021-12-0301:50:00,-5.12648230088,90.1632964602,988.798566667,5.28012349950264,80.6250903718892,0,1.98016074891
2021-12-0301:55:00,-5.11161504425,90.2192477876,988.8245,5.03483183440067,80.8578270664305,0,1.98373280526
2021-12-0302:00:00,-5.11445676275,90.3203547672,988.817833333,5.4321318342998,77.557924413781,0,2.11678082089
2021-12-0302:05:00,-5.11789356984,90.3145232816,988.792033333,5.81577633446538,79.8199726383569,0,2.17373490638
2021-12-0302:10:00,-5.11713333333,90.2534,988.830666667,5.72424462349863,76.2756289038198,0,2.13839712897
2021-12-0302:15:00,-5.10906458797,90.2840089087,988.9355,6.06559180707616,83.7987806933913,0,1.28700039351
2021-12-0302:20:00,-5.09146666667,90.2846222222,988.9752,5.24674862617317,75.1422148804847,0,2.0951413999
2021-12-0302:25:00,-5.08595555556,90.3348666667,988.900366667,5.16066532490671,80.1478222335381,0,2.20262528762
2021-12-0302:30:00,-5.08492239468,90.3921064302,988.886766667,5.09589975488191,74.8399762478316,0,2.27673022357
2021-12-0302:35:00,-5.08737777778,90.4831555556,988.9797,4.79466731441325,78.6368880641838,0,2.2238183356
2021-12-0302:40:00,-5.09535714286,90.5619642857,988.999533333,4.72738148398655,79.3243626702068,0,2.24546571241
2021-12-0302:45:00,-5.06873614191,90.6155210643,988.976233333,4.52968261609679,69.4502960366621,0,2.27544173186
2021-12-0302:50:00,-5.06355704698,90.5862639821,988.9335,3.58820692461972,65.7925071386184,0,2.25865052807
2021-12-0302:55:00,-5.05237777778,90.7384222222,988.920533333,3.54434071711902,67.3553169764557,0,2.40797082114
2021-12-0303:00:00,-5.0604,90.8731777778,988.9126,3.32843412112671,71.9104015110887,0,2.52828485978
2021-12-0303:05:00,-5.11133333333,90.7915777778,988.8672,4.53139034663878,74.1396501051336,0,2.27142144262
2021-12-0303:10:00,-5.13917960089,91.0548780488,988.890466667,4.16590844015277,80.14943201001,0,2.29260259805
2021-12-0303:15:00,-5.14218262806,90.8200668151,988.823621262,4.52047011540129,64.3953954199821,0,2.32862123423
2021-12-0303:20:00,-5.1522616408,90.6391574279,988.818766667,4.61321687916752,72.0615290529636,0.078000000000003,2.18343814491
2021-12-0303:25:00,-5.15235033259,90.5931263858,988.794833333,4.6601161328687,68.3443789549627,0,2.31259447919
2021-12-0303:30:00,-5.15944567627,90.6475831486,988.828366667,4.19668273217239,66.4289927693513,0,2.3041906359
2021-12-0303:35:00,-5.16857777778,90.6801333333,988.929766667,4.38996342481125,72.3907723300901,0,2.30440239873
2021-12-0303:40:00,-5.16157427938,90.7054767184,988.965066667,4.31077399541125,71.6186754462207,0,2.30452517123
2021-12-0303:45:00,-5.18198660714,90.7833928571,988.978566667,3.60171025295623,76.122234000647,0,2.31056490409
2021-12-0303:50:00,-5.19013274336,90.731659292,989.0278,4.18996493037564,78.8093180946836,0,2.2636523161
2021-12-0303:55:00,-5.17975501114,90.8123830735,989.069766667,3.76093527775635,75.9041147289035,0,2.30194090003
2021-12-0304:00:00,-5.20924778761,90.4709292035,988.971033333,5.51141851941141,80.5410674359896,0,2.32414553799
2021-12-0304:05:00,-5.23396895787,90.1973392461,988.930633333,5.93995798346648,79.1972550595087,0,2.29656193648
2021-12-0304:10:00,-5.23164079823,90.2490243902,988.922,5.60630091609481,80.864704737855,0,2.29651426443
2021-12-0304:15:00,-5.22367256637,90.262300885,988.907633333,5.1592189766906,75.0699777915198,0,2.32439403837
2021-12-0304:20:00,-5.18031042129,90.3133924612,988.917566667,5.32864038681669,72.3292435414737,0,2.31687164011
2021-12-0304:25:00,-5.17602222222,90.1684444444,988.908833333,5.31428330979875,79.6497419076585,0,2.30997546201
2021-12-0304:30:00,-5.22172949002,90.1676940133,988.889966667,5.86451045216999,80.1141819126321,0,2.33006334628
2021-12-0304:35:00,-5.21973451327,90.3333185841,988.871966667,5.54175954284327,77.6204992231481,0,2.30774521393
2021-12-0304:40:00,-5.22865044248,90.1258628319,988.851495017,6.25742575515283,81.5081601850342,0,2.32123053023
2021-12-0304:45:00,-5.18710176991,89.9486283186,988.823233333,4.87692986143975,69.5576246609634,0,2.31227269939
2021-12-0304:50:00,-5.23276548673,90.0812610619,988.788933333,5.44134399777594,80.2830750563252,0,2.32881772334
2021-12-0304:55:00,-5.21017738359,90.448691796,988.8297,4.28501632346495,75.0630058121107,0,2.30265076111
2021-12-0305:00:00,-5.22137472284,90.6049889135,988.895333333,4.44133879868697,78.7720820102516,0,2.19563106426
2021-12-0305:05:00,-5.18651785714,90.7949107143,988.861,4.01752129553403,56.8331760864705,0,2.12220577033
2021-12-0305:10:00,-5.23149450549,90.4459120879,988.792033333,3.65021171076457,54.4578365156288,0,2.05704473626
2021-12-0305:15:00,-5.26236725664,90.4314823009,988.8168,4.34007966084725,71.9355580938614,0,2.13485381153
2021-12-0305:20:00,-5.28536585366,90.3921286031,988.825566667,3.71427690851463,74.1226207985219,0,2.19087945522
2021-12-0305:25:00,-5.29674832962,90.3387750557,988.817466667,2.91239272559952,48.2119883136365,0,2.19275224406
2021-12-0305:30:00,-5.34922566372,89.9564823009,988.827333333,4.83039067433848,68.1070528795932,0,2.31217221171
2021-12-0305:35:00,-5.38441241685,89.9918403548,988.849166667,4.24601795925868,65.5031381554872,0,2.21504181086
2021-12-0305:40:00,-5.41481152993,89.9127050998,988.805633333,4.27862880372549,63.8796646419221,0,2.2665809454
2021-12-0305:45:00,-5.44757174393,89.9058278146,988.791866667,4.62226198252213,74.3096930838889,0,2.22414094336
2021-12-0305:50:00,-5.46757709251,89.8865418502,988.689266667,5.21851776348871,69.5444978990837,0,2.09206232498
2021-12-0305:55:00,-5.47247787611,89.9221902655,988.608666667,5.14714189187931,63.7590722216387,0,1.7860668714
2021-12-0306:00:00,-5.48709251101,90.0608810573,988.5747,4.83117078107396,66.1879610175347,0,2.13249058821
2021-12-0306:05:00,-5.50204395604,90.0529230769,988.529966777,5.07494412873997,69.1878293529016,0,2.06181609588
2021-12-0306:10:00,-5.51982300885,90.1245575221,988.609333333,4.65786639468056,73.1982417050833,0,1.9919873291
2021-12-0306:15:00,-5.51852422907,90.1972687225,988.5807,4.35171028000614,61.7811349951735,0,2.02268722322
2021-12-0306:20:00,-5.54731111111,90.0233555556,988.5278,5.73555004657841,69.9025073447457,0,3.23587551341
2021-12-0306:25:00,-5.56082039911,90.2986474501,988.471366667,4.89157250361527,67.1604226310888,0,3.6609702356
2021-12-0306:30:00,-5.55802631579,90.4521052632,988.5037,4.07844936496329,72.1318125154283,0.0820000000000007,4.15356352691
2021-12-0306:35:00,-5.5389380531,90.6885840708,988.509733333,4.2876667846164,67.726451127135,0,4.1107302703
2021-12-0306:40:00,-5.55376106195,90.7936061947,988.469566667,4.21580818747854,63.4506501818128,0,4.07733700202
2021-12-0306:45:00,-5.57004444444,91.3205111111,988.4927,4.43778635002545,56.953034482829,0,3.66536252417
2021-12-0306:50:00,-5.56606666667,91.4230666667,988.4959,4.6264915190341,63.5056098449332,0,3.32377309465
2021-12-0306:55:00,-5.57692650334,91.1759688196,988.5165,4.68859130571368,71.2781516830764,0.119999999999997,3.39832581341
2021-12-0307:00:00,-5.56363436123,91.1844493392,988.487566667,4.85805409664227,63.6879023715524,0,3.1301724281
2021-12-0307:05:00,-5.56527716186,91.2820620843,988.4884,4.80797352383546,66.5853031592603,0.0330000000000013,3.27035077015
2021-12-0307:10:00,-5.5786,91.394,988.492066667,5.26051715286202,70.8915707227222,0,3.00462203689
2021-12-0307:15:00,-5.56312638581,91.5242572062,988.4342,4.95725560746849,57.2369262527538,0.0640000000000001,2.85518299113
2021-12-0307:20:00,-5.54427616927,91.2888418708,988.4952,4.82799034693928,59.3764028132092,0.000999999999997669,3.30580845671
2021-12-0307:25:00,-5.51008849558,91.2763716814,988.538666667,4.11071910714503,50.7754735787334,0,3.36512945248
2021-12-0307:30:00,-5.48265033408,91.2192650334,988.579568106,3.90016997189536,58.636154662697,0,3.0638514466
2021-12-0307:35:00,-5.49372505543,91.0414412417,988.554233333,4.52923985715165,70.5240377857488,0,3.23084278067
2021-12-0307:40:00,-5.47132450331,90.9101766004,988.555766667,4.40782756333044,61.8330179798984,0,2.72961810634
2021-12-0307:45:00,-5.44988888889,90.6311555556,988.4893,4.54604130734154,58.1841234109391,0.0549999999999997,2.56970011397
2021-12-0307:50:00,-5.44800443459,90.5189578714,988.499533333,4.2967340528479,62.3188642248972,0,1.58696087584
2021-12-0307:55:00,-5.44073170732,90.6862305987,988.507633333,4.88031677535867,67.3483763681965,0,1.25296405698
2021-12-0308:00:00,-5.42452538631,90.8029801325,988.4809,5.09431164149725,62.2501330766972,0,2.01972857911
2021-12-0308:05:00,-5.40022222222,90.7318666667,988.5653,4.76162148492448,63.4596577067437,0.0650000000000048,2.13635290737
2021-12-0308:10:00,-5.38988913525,90.6555210643,988.570933333,5.54096967615,58.9507526093153,0,2.61652214789
2021-12-0308:15:00,-5.33637168142,90.609380531,988.616633333,4.46860716898392,59.0310759872792,0,3.2033820705
2021-12-0308:20:00,-5.3145232816,90.7002439024,988.590333333,4.98536322674381,54.3069328288786,0,3.1550271056
2021-12-0308:25:00,-5.2766004415,90.564790287,988.6398,3.80735512357514,59.9802040817006,0,2.85264734302
2021-12-0308:30:00,-5.26986696231,90.4548558758,988.596633333,5.51628060019964,51.661387723175,0.0670000000000002,3.20090174829
2021-12-0308:35:00,-5.25102449889,90.5280178174,988.638733333,4.46068471239593,51.4800262371538,0,3.55253470255
2021-12-0308:40:00,-5.24637168142,90.5748230088,988.607633333,4.69235110868978,59.6241310349531,0,4.60090279796
2021-12-0308:45:00,-5.26050884956,90.8113053097,988.534666667,5.33660517888922,52.0198740986017,0,5.70816371379
2021-12-0308:50:00,-5.25847345133,90.5973230088,988.507,5.65667734521311,51.1623503370468,0.0640000000000001,6.5768208185
2021-12-0308:55:00,-5.24338495575,90.3340486726,988.539433333,5.63274089170849,51.8476724116959,0,6.43210743592
2021-12-0309:00:00,-5.23280973451,90.0639380531,988.553986711,5.27462305204457,55.000928934923,0,5.76795214877
2021-12-0309:05:00,-5.25302428256,90.419183223,988.636066667,4.31604776873633,55.5989205636341,0,6.76201242057
2021-12-0309:10:00,-5.28168141593,90.7755309735,988.650633333,4.83637857303749,54.5940368337832,0,7.49224032754
2021-12-0309:15:00,-5.29829268293,90.7029490022,988.650966667,4.82918907066992,54.2975285507187,0,8.54928014757
2021-12-0309:20:00,-5.29611973392,90.7328824834,988.729733333,4.72722307151326,55.9775252955963,0,9.77247455704
2021-12-0309:25:00,-5.31421286031,90.4056984479,988.710733333,5.24864118830875,51.1112594368462,0,11.1015184168
2021-12-0309:30:00,-5.32235033259,90.0241463415,988.7404,4.90646030438158,51.4423059224405,0,13.0961472018
2021-12-0309:35:00,-5.35370288248,90.2071175166,988.7731,4.85615465890251,51.8494553840986,0,12.7690678707
2021-12-0309:40:00,-5.31309050773,90.6220971302,988.835,3.93799225844458,46.8661522864558,0.0869999999999962,14.00669299
2021-12-0309:45:00,-5.32513333333,90.3711555556,988.847133333,4.43207915756126,48.3020821234923,0,17.711068512
2021-12-0309:50:00,-5.36090909091,90.3901552106,988.815766667,4.82852343902156,47.8061710085003,0,19.3457352982
2021-12-0309:55:00,-5.37545454545,90.1226829268,988.877033333,4.96222608844531,50.1417745281245,0,21.9569908979
2021-12-0310:00:00,-5.38557522124,89.8989380531,988.868033333,5.52590986666575,51.5872974594232,0.0670000000000002,22.6727666484
2021-12-0310:05:00,-5.39075221239,90.0113938053,988.946766667,4.62866679646565,50.0695899111899,0,23.7060934114
2021-12-0310:10:00,-5.42960176991,89.856039823,988.9858,5.48221840469764,48.7474898672917,0,25.3884763349
2021-12-0310:15:00,-5.44969026549,89.909800885,989.036866667,4.48610131150771,50.4844001946686,0,26.2410164052
2021-12-0310:20:00,-5.46590707965,89.8364380531,989.030666667,5.51378518891075,49.7682398007965,0,28.7591230179
2021-12-0310:25:00,-5.48562913907,89.8364238411,989.076877076,4.24882899856275,46.9514766487515,0,28.5218052279
2021-12-0310:30:00,-5.51879120879,89.6711868132,989.076833333,5.43126169791606,46.4215443569009,0.0740000000000052,30.4946490679
2021-12-0310:35:00,-5.52467849224,89.8999556541,989.125633333,5.08607687090316,42.6131136245882,0,32.6139182896
2021-12-0310:40:00,-5.52774336283,89.7326106195,989.044633333,5.83673780294076,40.7426033416561,0,34.8831339494
2021-12-0310:45:00,-5.52026666667,89.6294666667,989.0694,5.20116837712664,43.7104777300262,0,36.720792381
2021-12-0310:50:00,-5.48331868132,89.6747472527,989.119233333,4.94072264533489,44.2416770859609,0,37.737448542
2021-12-0310:55:00,-5.48610619469,89.5292920354,989.129,4.92469465388747,44.9441952002566,0,39.3231483251
2021-12-0311:00:00,-5.46407488987,89.8437665198,989.184633333,4.43366084517856,41.1657042768542,0.0619999999999976,42.2252970891
2021-12-0311:05:00,-5.48207505519,89.9423399558,989.206133333,5.00144353437779,42.9558756837125,0,43.9274967755
2021-12-0311:10:00,-5.47055066079,89.8165418502,989.1748,4.98692953112462,44.6367833134023,0,46.6274685098
2021-12-0311:15:00,-5.46631578947,89.8207894737,989.213466667,4.81398985608034,33.9313714844033,0,48.3191234033
2021-12-0311:20:00,-5.47059602649,89.5410596026,989.2064,5.49788916231594,40.1051729746023,0,50.4586387085
2021-12-0311:25:00,-5.45329646018,89.3329424779,989.254633333,5.21931516251174,41.7596197545352,0,51.30696935
2021-12-0311:30:00,-5.45177383592,89.2868957871,989.2961,5.01807705636443,41.30953665934,0,54.4113592668
2021-12-0311:35:00,-5.45181415929,89.3236725664,989.280233333,5.22231102395538,43.221854149952,0,55.9739746788
2021-12-0311:40:00,-5.42792494481,89.1701324503,989.2529,4.97052662060878,43.2907078266663,0.0679999999999978,55.7004033788
2021-12-0311:45:00,-5.39651111111,88.8780666667,989.251266667,5.18848174542124,44.6594825387707,0,53.2431461247
2021-12-0311:50:00,-5.40847345133,89.0112389381,989.248604651,5.50531677293389,41.2053836157319,0,50.5406370923
2021-12-0311:55:00,-5.38427937916,88.9952549889,989.2826,5.11688182833441,35.7427131802386,0,48.6467418928
2021-12-0312:00:00,-5.35214128035,88.9698013245,989.3363,4.42742024914842,40.9383157413089,0,49.6655432284
2021-12-0312:05:00,-5.33913907285,88.9122958057,989.3446,4.91756881345543,37.4745306023735,0,50.4510612391
2021-12-0312:10:00,-5.33504424779,88.6265044248,989.369066667,5.62974032602501,41.6975125883147,0,50.9943616099
2021-12-0312:15:00,-5.33233333333,88.4939555556,989.4244,5.43993671364587,41.2431195747594,0,52.3594024133
2021-12-0312:20:00,-5.32360619469,88.2085176991,989.392066667,5.72848730616944,41.2346481084639,0,56.7851774428
2021-12-0312:25:00,-5.30528634361,88.640814978,989.482933333,4.79689898618686,37.762673449775,0,59.7532203577
2021-12-0312:30:00,-5.28565121413,88.5243267108,989.4921,4.64327935211054,37.3345468866932,0,64.9036178271
2021-12-0312:35:00,-5.21828193833,88.9584361233,989.5517,3.29436088879543,36.1150596519305,0,67.2153425024
2021-12-0312:40:00,-5.27290748899,88.445969163,989.5282,5.16771876610517,34.883477955419,0,67.8386419042
2021-12-0312:45:00,-5.29851769912,88.6708185841,989.5559,4.89991282866055,38.5088290761386,0,66.6459736026
2021-12-0312:50:00,-5.30604856512,88.5380353201,989.561266667,5.10902358404824,36.3009143352643,0,61.4758465989
2021-12-0312:55:00,-5.28977924945,88.6022737307,989.617033333,4.36371505952156,35.0083834144222,0,57.0572373056
2021-12-0313:00:00,-5.2702,88.5886,989.686,4.45504499928171,32.0798166837564,0,54.0244130696
2021-12-0313:05:00,-5.24084257206,88.6418847007,989.758533333,3.67821570028828,31.4122742006585,0,50.5699321855
2021-12-0313:10:00,-5.22151982379,88.3117180617,989.7701,4.17443891353643,32.1606563045961,0,49.3294591695
2021-12-0313:15:00,-5.21430463576,88.5106401766,989.776013289,3.78058643837905,36.5962936020683,0,51.3156316314
2021-12-0313:20:00,-5.1960619469,88.4017699115,989.787133333,4.23271445477072,37.367231778815,0,50.0472144443
2021-12-0313:25:00,-5.17475663717,88.5283628319,989.813166667,4.33277121281166,29.6387321311454,0,46.2966449672
2021-12-0313:30:00,-5.17744444444,88.5125333333,989.876366667,4.35530118935534,34.444631125488,0.0889999999999986,42.7409400263
2021-12-0313:35:00,-5.21568584071,88.587920354,989.910066667,4.19347545441792,35.2951435843264,0,37.6489115013
2021-12-0313:40:00,-5.16624444444,88.5001777778,989.933466667,4.03714559504058,32.1290421060395,0,35.7163543521
2021-12-0313:45:00,-5.23165198238,88.2948237885,989.905933333,5.01798319118487,29.0851114709779,0,32.2314378293
2021-12-0313:50:00,-5.23174392936,87.9890066225,989.932166667,4.28481645300038,36.307447722414,0,31.3612831412
2021-12-0313:55:00,-5.25724444444,88.1148222222,989.946566667,4.85393872944809,27.8903929304089,0.0579999999999998,27.8585660595
2021-12-0314:00:00,-5.32549889135,88.4349445676,990.0166,5.31148526792543,32.3295107689564,0,27.7008243779
2021-12-0314:05:00,-5.31455752212,88.7729424779,990.105666667,4.65787707703007,31.3673568947739,0,25.3117515896
2021-12-0314:10:00,-5.31716483516,89.0849010989,990.199666667,3.51301362751593,28.2707074112416,0,22.6831980031
2021-12-0314:15:00,-5.33834821429,89.4641294643,990.298133333,3.48006577653753,30.5065245645544,0,20.0443241039
2021-12-0314:20:00,-5.36423503326,89.6352549889,990.3259,4.93637389355227,30.4104719666997,0.0850000000000009,16.8554118693
2021-12-0314:25:00,-5.34951327434,89.4921017699,990.378766667,3.8647694650594,23.7555646634546,0.0330000000000013,14.598036812
2021-12-0314:30:00,-5.32913716814,89.3281637168,990.432633333,3.53417472278615,28.0525955378618,0,12.7670820366
2021-12-0314:35:00,-5.26282560706,88.4054746137,990.482666667,3.22611653825505,33.3725613338582,0,12.1221606673
2021-12-0314:40:00,-5.26632516704,87.6614253898,990.516633333,4.13123171283564,21.55526522125,0,11.0542042344
2021-12-0314:45:00,-5.27649006623,87.7530905077,990.573621262,3.71747267464552,27.414378716739,0,9.68782374761
2021-12-0314:50:00,-5.29202643172,87.9109471366,990.6236,3.73315091411658,22.9898585342926,0,8.32366488573
2021-12-0314:55:00,-5.29909292035,88.3491150442,990.681833333,3.27428220158582,19.0645799147762,0,6.9418877637
2021-12-0315:00:00,-5.31637777778,88.644,990.7496,4.09034478328913,19.2620173601961,0,5.6341579729
2021-12-0315:05:00,-5.31730684327,89.0043267108,990.864533333,3.82600036944769,20.0035454547694,0,4.02075731657
2021-12-0315:10:00,-5.30286343612,88.9108590308,990.920133333,4.29187661008335,14.9017421672251,0,2.91313862466
2021-12-0315:15:00,-5.30211453744,88.6411674009,990.940333333,4.74013194918606,16.5809692059345,0,3.69497734816
2021-12-0315:20:00,-5.27316371681,88.606460177,991.019466667,3.24485525641275,18.5077704731271,0,3.40555582546
2021-12-0315:25:00,-5.28215859031,88.3648237885,991.097033333,4.4078919593157,17.6004935134001,0,2.38361793927
2021-12-0315:30:00,-5.26365044248,88.4560840708,991.228333333,2.86356302963627,16.6625583802592,0,2.09649229381
2021-12-0315:35:00,-5.2645154185,88.3024669604,991.306533333,3.80980371511831,12.9412264405837,0,2.68034116214
2021-12-0315:40:00,-5.24530837004,88.231123348,991.408333333,3.83605516894731,16.3902000512395,0,1.65141019766
2021-12-0315:45:00,-5.19241150442,88.0747123894,991.501533333,2.60902841444111,23.6743842959343,0,2.09377975817
2021-12-0315:50:00,-5.20457964602,88.0879646018,991.538833333,3.40606600923061,21.0521144555894,0,2.0952106261
2021-12-0315:55:00,-5.24382743363,88.5610176991,991.623866667,3.0333314274625,10.1047599605837,0,2.32314295622
2021-12-0316:00:00,-5.27174778761,89.4133185841,991.763133333,2.60821486485489,6.01087442779825,0,2.31594458909
2021-12-0316:05:00,-5.25973451327,89.4483185841,991.859233333,2.24091778043498,353.836660763792,0,2.35238952248
2021-12-0316:10:00,-5.33266666667,89.4617555556,991.895946844,3.14472523623112,356.164938182559,0,2.49869800021
2021-12-0316:15:00,-5.36607064018,89.5917218543,991.939166667,2.62924165272095,353.0956562379,0,2.38369099398
2021-12-0316:20:00,-5.3346799117,89.1870198675,992.0106,3.23348631085709,0.0121184277589703,0,2.00609252437
2021-12-0316:25:00,-5.35686534216,89.2230463576,992.0789,2.68424223170567,359.962823714216,0,2.12309371608
2021-12-0316:30:00,-5.37933481153,89.2258980044,992.1882,2.73063482364267,356.082181635923,0,2.2639556831
2021-12-0316:35:00,-5.34621978022,89.0248791209,992.272933333,2.72355097078171,355.444179302344,0,2.01914228431
2021-12-0316:40:00,-5.34026607539,88.3462305987,992.340566667,3.98120075153562,2.71202697213878,0,2.24580658149
2021-12-0316:45:00,-5.35303964758,87.7323127753,992.430066667,3.83347350545349,355.577269696705,0,2.55206179919
2021-12-0316:50:00,-5.31044052863,87.427753304,992.489966667,3.50113481389527,357.584914199436,0.0820000000000007,2.47239568228
2021-12-0316:55:00,-5.34306843267,87.1231788079,992.567166667,3.79385236820373,358.047015387073,0,2.77003275379
2021-12-0317:00:00,-5.31942222222,86.6322888889,992.6291,4.38100242025156,353.00836550068,0,2.51351151476
2021-12-0317:05:00,-5.36395604396,86.9981318681,992.692833333,3.3927452320376,4.26118416885858,0,2.49525007978
2021-12-0317:10:00,-5.34663736264,86.9276263736,992.744466667,3.80323998141716,1.69543562987167,0,2.79456462895
2021-12-0317:15:00,-5.326799117,86.6227593819,992.7909,4.39355391297075,3.35287433549635,0,2.55137972979
2021-12-0317:20:00,-5.27428256071,86.4418543046,992.843166667,4.44137067122708,6.59476009978824,0,2.54952450101
2021-12-0317:25:00,-5.2577092511,86.3033480176,992.9262,4.47303670161869,4.64295124520035,0,1.65494955399
2021-12-0317:30:00,-5.23845474614,85.9230242826,993.000733333,4.65592938138504,4.94493700808935,0,2.37566501003
2021-12-0317:35:00,-5.19798226164,85.5042572062,993.0828,5.37959603601371,1.0408844860223,0,1.59552383815
2021-12-0317:40:00,-5.19392461197,85.8468957871,993.162990033,3.36481999420515,5.74404219991295,0,1.47421535331
2021-12-0317:45:00,-5.15635555556,86.1472888889,993.197066667,3.6726494002211,1.62814869207404,0,1.3106290881
2021-12-0317:50:00,-5.13869469027,86.2520575221,993.2362,3.36060683115581,357.76484656526,0,1.9223218335
2021-12-0317:55:00,-5.09951434879,86.242781457,993.2763,3.316584526642,359.01222222812,0,2.5275416857
2021-12-0318:00:00,-5.07697571744,86.497615894,993.304766667,2.75893586019944,349.550006166165,0,2.13213895016
2021-12-0318:05:00,-5.00244444444,86.4744444444,993.394066667,2.98770607699285,338.849932122718,0,1.96447264936
2021-12-0318:10:00,-5.01455752212,86.7915044248,993.499666667,2.1437629060998,328.994112568817,0,0.777969824504
2021-12-0318:15:00,-5.10391208791,87.5087472527,993.586033333,2.74909747536368,322.902422573667,0,1.53003465382
2021-12-0318:20:00,-5.11484513274,88.2365486726,993.665366667,2.30705604857634,320.578451531125,0,2.27585058942
2021-12-0318:25:00,-5.13064301552,88.8244345898,993.712366667,2.4775472631042,319.263098554133,0,2.41147836222
2021-12-0318:30:00,-5.12081677704,89.3208609272,993.746533333,2.40729050053079,319.837964887041,0,2.39432642891
2021-12-0318:35:00,-5.08542035398,89.8465265487,993.7976,2.49765532652904,319.426220408206,0,2.11503557125
2021-12-0318:40:00,-5.04763274336,90.0520575221,993.889933333,2.82781834268683,319.554941277639,0,2.43611000057
2021-12-0318:45:00,-5.02235555556,90.4190222222,993.941133333,2.38240340789522,326.7349011928,0,2.57113333553
2021-12-0318:50:00,-4.97028824834,90.4758980044,993.987,2.80470743811236,328.473376386191,0,2.53731310443
2021-12-0318:55:00,-4.95323660714,90.45078125,994.043733333,2.79054324914473,322.253517571742,0.104999999999997,1.87784523717
2021-12-0319:00:00,-4.91868303571,90.5618526786,994.073866667,2.81402140682255,326.601981636541,0,2.03531311302
2021-12-0319:05:00,-4.85169265033,90.2677505568,994.105913621,2.87638604649519,326.843113721777,0,2.20652543931
2021-12-0319:10:00,-4.80424444444,90.2440222222,994.154366667,2.32152717122503,325.096555101277,0,1.58993469844
2021-12-0319:15:00,-4.76692650334,90.2926280624,994.25,2.64525677586842,329.915220861312,0,1.63836162609
2021-12-0319:20:00,-4.71706666667,90.3405111111,994.3221,2.78831544621184,334.152491316508,0,1.49144969352
2021-12-0319:25:00,-4.68445676275,90.2854767184,994.3771,2.38639733029845,321.484677486786,0,2.07232146346
2021-12-0319:30:00,-4.65091517857,90.4242410714,994.441666667,2.18272004061319,330.612968985137,0,1.95162293881
2021-12-0319:35:00,-4.57131111111,90.1829555556,994.501166667,3.24163225871184,319.034880997193,0,2.20147996755
2021-12-0319:40:00,-4.45546875,89.7178348214,994.574133333,2.77112362896286,324.18696678014,0,2.40022103162
2021-12-0319:45:00,-4.33495555556,88.8338666667,994.6189,2.48596273384784,325.683890933366,0,2.04349397071
2021-12-0319:50:00,-4.30611607143,88.3002901786,994.6841,3.3200577304636,318.335504525852,0,2.60722757256
2021-12-0319:55:00,-4.2878807947,88.4076600442,994.7409,2.42947220937205,328.401639093301,0,2.37516027867
2021-12-0320:00:00,-4.2496196868,88.1889932886,994.841666667,2.59995952453805,327.151994638538,0,2.1081846727
2021-12-0320:05:00,-4.22696428571,87.7126116071,994.9199,2.88567747220841,323.609015991451,0,1.8690241687
2021-12-0320:10:00,-4.1945232816,87.4240354767,995.021633333,2.81108939314459,322.13449075883,0,2.27705745788
2021-12-0320:15:00,-4.17218262806,87.2863474388,995.116266667,3.10837213028737,317.322300543106,0,2.58362797119
2021-12-0320:20:00,-4.12922048998,86.8967483296,995.195466667,3.5905448761392,316.60370147904,0,2.17776995059
2021-12-0320:25:00,-4.04576837416,86.389844098,995.2967,3.20089296034889,328.504799929376,0,2.30565947653
2021-12-0320:30:00,-4.00151447661,85.9260579065,995.3942,3.79527988006887,324.517866156169,0,2.2532062693
2021-12-0320:35:00,-3.96342281879,85.745458613,995.465780731,3.54844436201939,316.190451372852,0,2.21697700731
2021-12-0320:40:00,-3.94559020045,85.5722717149,995.563966667,2.98962267699184,321.902559850636,0,1.62575112209
2021-12-0320:45:00,-3.93628062361,85.4755679287,995.677933333,2.5357461111629,317.568669759849,0,1.81963843468
2021-12-0320:50:00,-3.93399113082,85.4658536585,995.766633333,2.98473553100931,315.501671819843,0,2.04083519196
2021-12-0320:55:00,-3.94257777778,85.4757111111,995.826766667,2.88951404250015,317.228284564536,0,2.1100126187
2021-12-0321:00:00,-3.95957777778,85.6522,995.8614,2.73107475346754,313.199779784242,0,1.97651799502
2021-12-0321:05:00,-3.93964365256,85.528285078,995.921633333,2.78112652669956,305.654909955751,0,2.05372004283
2021-12-0321:10:00,-3.95787946429,85.50203125,995.987733333,3.14576842508092,312.956211847477,0,2.40338353543
2021-12-0321:15:00,-3.96255555556,85.4182888889,996.037533333,2.81748169909269,311.776552470272,0,2.20537956272
